name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,notplayingreason,notplayingdescription,player_id,jersey_num,position,starter,on_court,played,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,ast_proj
Damion Lee,GSW,0022100785,1627814,41,30,11,0.732,20.30947154471545,2.926829268292683,6.390243902439025,0.458,1.1951219512195121,3.1707317073170733,0.377,0.9512195121951219,1.0975609756097562,0.867,0.3902439024390244,2.731707317073171,3.1219512195121952,0.926829268292683,0.6829268292682927,0.5853658536585366,0.0975609756097561,0.17073170731707318,1.4634146341463414,1,8.0,67,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:09,Base Set,Common,2,3 Pointer,2020-12-28 01:00:00+00:00,Golden State Warriors,40000,36216.0,0.0,2778.0,1122.0,0.0,12.0,5,25.00%,0.0,0.0,1336.0,False,False,False,False,VISIBLE,c119b0f0-80b5-4031-8915-945f019add22,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c119b0f0-80b5-4031-8915-945f019add22,0.00%,1500,50,Assist,1,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,0-0,0,0.926829268292683
Draymond Green,GSW,0022100785,203110,34,28,6,0.824,29.940980392156863,3.176470588235294,5.911764705882353,0.537,0.35294117647058826,1.2352941176470589,0.286,1.1764705882352942,1.9705882352941178,0.597,1.1176470588235294,6.4411764705882355,7.5588235294117645,7.352941176470588,3.1176470588235294,1.3823529411764706,1.2058823529411764,0.2647058823529412,2.764705882352941,2,7.882352941176471,196,3,1,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:10,Base Set,Common,2,Assist,2021-02-05 00:30:00+00:00,Golden State Warriors,35000,31787.0,0.0,2046.0,1202.0,0.0,12.0,6,0.00%,0.0,20.0,2101.0,False,False,False,False,VISIBLE,0153c84a-2eee-48a2-9795-de1eb307ccb3,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+0153c84a-2eee-48a2-9795-de1eb307ccb3,0.00%,1500,297,Block,1,Base Set,Common,"Thu, Feb 3",INJ - exp. back Feb 24,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Assist,Base Set-Common-1-Block,0-0,0,7.352941176470588
Gary Payton II,GSW,0022100785,1627780,49,37,12,0.755,16.807244897959183,3.0816326530612246,4.877551020408164,0.632,0.6326530612244898,1.6938775510204083,0.373,0.5510204081632653,0.9387755102040817,0.587,1.0612244897959184,2.63265306122449,3.693877551020408,0.8571428571428571,0.5102040816326531,1.3877551020408163,0.30612244897959184,0.14285714285714285,1.7346938775510203,0,7.346938775510204,159,1,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:31,Base Set,Common,3,Dunk,2021-11-04 02:00:00+00:00,Golden State Warriors,12000,11262.0,0.0,738.0,4.0,0.0,2.0,20,-4.76%,-9.09,-9.09,333.0,True,nan,nan,nan,VISIBLE,b642e834-6a4b-495f-82c2-c17415c21058,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+b642e834-6a4b-495f-82c2-c17415c21058,-4.76%,12000,20,Dunk,3,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-3-Dunk,0-0,0,0.8571428571428571
Jeff Dowtin,GSW,0022100785,1630288,4,3,1,0.75,6.933333333333334,0.75,1.5,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,1.5,1.75,0.75,0.25,0.0,0.25,0.0,0.5,0,1.5,17,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,nan,nan,0-0,0,0.75
Jonathan Kuminga,GSW,0022100785,1630228,40,30,10,0.75,12.449666666666667,2.45,5.125,0.478,0.55,1.7,0.324,1.325,2.05,0.646,0.575,1.925,2.5,0.525,0.85,0.35,0.175,0.45,1.575,1,6.775,25,1,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:29,Base Set,Common,3,3 Pointer,2021-10-31 00:30:00+00:00,Golden State Warriors,4000,1647.0,0.0,292.0,2061.0,0.0,2.0,272,0.00%,-5.88,-7.17,99.0,True,True,True,True,VISIBLE,93d3fdac-bb17-412e-8239-38188b17b78b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+93d3fdac-bb17-412e-8239-38188b17b78b,0.00%,4000,272,3 Pointer,3,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,0-0,0,0.525
Jordan Poole,GSW,0022100785,1629673,46,35,11,0.761,29.182246376811598,5.717391304347826,13.08695652173913,0.437,2.5,7.217391304347826,0.346,2.9347826086956523,3.1956521739130435,0.918,0.34782608695652173,2.652173913043478,3.0,3.391304347826087,2.3043478260869565,0.7608695652173914,0.30434782608695654,0.8913043478260869,2.652173913043478,2,16.869565217391305,230,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:08,Base Set,Common,2,Layup,2021-03-21 00:00:00+00:00,Golden State Warriors,12000,11326.0,0.0,516.0,158.0,0.0,12.0,46,0.00%,0.0,17.95,247.0,True,False,False,False,VISIBLE,137ad013-1125-44c3-9815-a13178bef19a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+137ad013-1125-44c3-9815-a13178bef19a,0.00%,12000,46,Layup,2,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,0-0,0,3.391304347826087
Juan Toscano-Anderson,GSW,0022100785,1629308,50,39,11,0.78,15.200633333333332,1.82,3.72,0.489,0.34,1.28,0.266,0.68,1.14,0.596,0.52,2.26,2.78,1.96,1.14,0.72,0.3,0.28,1.62,0,4.66,31,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:07,Hustle and Show,Common,2,Dunk,2021-03-26 02:00:00+00:00,Golden State Warriors,18000,17003.0,0.0,997.0,46.0,0.0,20.0,19,-5.00%,0.0,-5.0,237.0,False,False,False,False,VISIBLE,60164d85-d052-4d7b-b699-9d57a72f93c1,496d52b8-8d6c-4071-8672-d18551f86a3e,https://nbatopshot.com/listings/p2p/496d52b8-8d6c-4071-8672-d18551f86a3e+60164d85-d052-4d7b-b699-9d57a72f93c1,0.00%,12000,23,Dunk,2,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Hustle and Show-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,1.96
Kevon Looney,GSW,0022100785,1626172,52,39,13,0.75,21.12067307692308,2.576923076923077,4.711538461538462,0.547,0.0,0.019230769230769232,0.0,1.0576923076923077,1.5961538461538463,0.663,2.8461538461538463,4.769230769230769,7.615384615384615,1.6538461538461537,0.9615384615384616,0.5769230769230769,0.7307692307692307,0.5,2.7115384615384617,1,6.211538461538462,176,4,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:08,Base Set,Common,2,Dunk,2021-01-28 03:00:00+00:00,Golden State Warriors,12000,11279.0,0.0,493.0,228.0,0.0,12.0,20,0.00%,0.0,33.33,214.0,True,False,False,False,VISIBLE,6958259c-997f-4c83-86de-693dccae0f7b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6958259c-997f-4c83-86de-693dccae0f7b,0.00%,12000,20,Dunk,2,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,0-0,0,1.6538461538461537
Klay Thompson,GSW,0022100785,202691,10,6,4,0.6,23.389833333333335,5.8,14.3,0.406,2.4,7.3,0.329,1.6,1.6,1.0,0.6,2.7,3.3,2.7,1.7,0.6,0.5,0.5,1.2,1,15.6,54,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:32,Vintage Vibes,Fandom,S21,Jump Shot,2014-03-05 00:00:00+00:00,Golden State Warriors,9702,9527.0,0.0,175.0,0.0,0.0,15.0,168,5.66%,6.33,0.6,463.0,True,nan,nan,nan,CHALLENGE_REWARD_RELEASED,39e63d88-816f-43ee-a751-bc45563fcdd6,9a009433-a0f7-4f02-80a1-59c2837b7384,https://nbatopshot.com/listings/p2p/9a009433-a0f7-4f02-80a1-59c2837b7384+39e63d88-816f-43ee-a751-bc45563fcdd6,5.66%,9702,168,Jump Shot,S21,Vintage Vibes,Fandom,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Vintage Vibes-Fandom-S21-Jump Shot,Vintage Vibes-Fandom-S21-Jump Shot,0-0,0,2.7
Moses Moody,GSW,0022100785,1630541,29,24,5,0.828,8.673103448275862,1.0689655172413792,2.793103448275862,0.383,0.4827586206896552,1.6896551724137931,0.286,0.4827586206896552,0.5862068965517241,0.824,0.20689655172413793,1.103448275862069,1.3103448275862069,0.3448275862068966,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.0,0.6896551724137931,0,3.103448275862069,-8,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:31,Base Set,Common,3,Layup,2021-10-20 02:00:00+00:00,Golden State Warriors,4000,2253.0,0.0,387.0,1360.0,0.0,2.0,95,2.15%,-1.04,28.38,77.0,True,True,True,True,VISIBLE,f21d35f1-942d-4569-bb4f-d82b13bd521c,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f21d35f1-942d-4569-bb4f-d82b13bd521c,2.15%,4000,95,Layup,3,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,0-0,0,0.3448275862068966
Nemanja Bjelica,GSW,0022100785,202357,49,36,13,0.735,15.414319727891156,2.3469387755102042,5.183673469387755,0.453,0.8163265306122449,2.3877551020408165,0.342,0.8979591836734694,1.2653061224489797,0.71,0.8571428571428571,3.204081632653061,4.061224489795919,1.836734693877551,1.163265306122449,0.6326530612244898,0.3469387755102041,0.30612244897959184,1.6326530612244898,1,6.408163265306122,112,2,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:15,Base Set,Common,1,3 Pointer,2019-12-10 01:00:00+00:00,Sacramento Kings,3999,3226.0,0.0,374.0,399.0,0.0,25.0,30,0.00%,7.14,-3.23,190.0,True,False,False,False,VISIBLE,79988343-3301-41b2-8870-286ddc1ddad3,7b797690-5b53-45a7-b972-bd2d5152654a,https://nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+79988343-3301-41b2-8870-286ddc1ddad3,0.00%,3999,30,3 Pointer,1,Base Set,Common,"Wed, Feb 2",INJ - exp. back Feb 7,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-1-3 Pointer,Base Set-Common-1-3 Pointer,0-0,0,1.836734693877551
Otto Porter Jr.,GSW,0022100785,203490,43,34,9,0.791,21.900387596899225,3.2790697674418605,6.837209302325581,0.48,1.558139534883721,3.86046511627907,0.404,0.5581395348837209,0.7674418604651163,0.727,1.0,4.3023255813953485,5.3023255813953485,1.627906976744186,0.5348837209302325,1.1162790697674418,0.5116279069767442,0.09302325581395349,1.3488372093023255,1,8.674418604651162,230,1,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:13,Base Set,Common,2,Jump Shot,2020-12-31 22:00:00+00:00,Chicago Bulls,15000,14451.0,0.0,549.0,9.0,0.0,12.0,23,-4.17%,-4.17,-14.81,878.0,False,False,False,False,VISIBLE,1d75a267-3da9-4165-b3d5-42f2bd9631fb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1d75a267-3da9-4165-b3d5-42f2bd9631fb,-2.42%,275,1049,Dunk,1,Run It Back,Rare,"Thu, Feb 3",INJ - exp. back Feb 7,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Jump Shot,Run It Back-Rare-1-Dunk,0-0,0,1.627906976744186
Quinndary Weatherspoon,GSW,0022100785,1629683,4,3,1,0.75,7.727083333333334,1.5,2.25,0.667,0.0,0.25,0.0,0.5,0.5,1.0,0.25,1.0,1.25,0.25,0.75,0.25,0.25,0.0,1.75,0,3.5,-3,0,0,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,nan,nan,0-0,0,0.25
Stephen Curry,GSW,0022100785,201939,47,37,10,0.787,34.774184397163125,8.404255319148936,20.06382978723404,0.419,4.787234042553192,12.638297872340425,0.379,4.404255319148936,4.829787234042553,0.912,0.6382978723404256,4.829787234042553,5.468085106382978,6.319148936170213,3.234042553191489,1.4680851063829787,0.44680851063829785,0.723404255319149,2.0,3,26.0,467,8,2,SAC,0022100785,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:08,Base Set,Common,2,3 Pointer,2021-02-07 01:30:00+00:00,Golden State Warriors,40000,35925.0,0.0,2515.0,1569.0,0.0,12.0,18,12.50%,5.88,5.88,1944.0,False,False,False,False,VISIBLE,4d0963de-25c4-4658-8431-8aabbb2ff5fb,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4d0963de-25c4-4658-8431-8aabbb2ff5fb,0.00%,1000,3469,Assist,1,Base Set,Common,nan,nan,1610612758,0,SAC,,10:00 pm ET,1610612744,0,GSW,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,0-0,0,6.319148936170213
Anthony Davis,LAL,0022100786,203076,31,15,16,0.484,35.115268817204296,9.290322580645162,17.70967741935484,0.525,0.3548387096774194,1.967741935483871,0.18,4.451612903225806,6.096774193548387,0.73,2.6774193548387095,7.032258064516129,9.709677419354838,2.774193548387097,2.2580645161290325,1.1935483870967742,2.161290322580645,0.4838709677419355,2.5806451612903225,5,23.387096774193548,-52,15,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:10,Base Set,Common,2,Dunk,2021-02-02 00:30:00+00:00,Los Angeles Lakers,35000,32880.0,0.0,1682.0,456.0,0.0,12.0,6,0.00%,-14.29,0.0,2568.0,False,False,False,False,VISIBLE,455f3e58-617f-4262-b061-51dea04025fd,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+455f3e58-617f-4262-b061-51dea04025fd,-23.07%,1431,527,Dunk,1,Base Set,Common,"Thu, Feb 3",Game Time Decision,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,0-0,0,2.774193548387097
Austin Reaves,LAL,0022100786,1630559,33,20,13,0.606,21.288131313131313,1.9393939393939394,4.242424242424242,0.457,0.7575757575757576,2.4545454545454546,0.309,1.121212121212121,1.3333333333333333,0.841,0.5454545454545454,2.121212121212121,2.6666666666666665,1.2727272727272727,0.5454545454545454,0.3333333333333333,0.18181818181818182,0.18181818181818182,1.4848484848484849,1,5.757575757575758,109,0,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,nan,nan,0-0,0,1.2727272727272727
Avery Bradley,LAL,0022100786,202340,44,23,21,0.523,23.984431818181818,2.6363636363636362,6.340909090909091,0.416,1.3863636363636365,3.659090909090909,0.379,0.2727272727272727,0.3181818181818182,0.857,0.5681818181818182,1.8409090909090908,2.409090909090909,0.8636363636363636,0.6136363636363636,1.0,0.18181818181818182,0.36363636363636365,1.9318181818181819,0,6.931818181818182,-91,0,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:11,Base Set,Common,2,Layup,2020-12-31 00:30:00+00:00,Miami Heat,12000,11144.0,0.0,565.0,291.0,0.0,12.0,15,-6.25%,-11.76,-16.67,518.0,True,False,False,False,VISIBLE,d7e50e02-88dd-474d-9512-d6586a0cdc46,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d7e50e02-88dd-474d-9512-d6586a0cdc46,-6.25%,12000,15,Layup,2,Base Set,Common,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,0-0,0,0.8636363636363636
Carmelo Anthony,LAL,0022100786,2546,49,24,25,0.49,26.860986394557823,4.63265306122449,10.612244897959183,0.437,2.326530612244898,5.979591836734694,0.389,1.9795918367346939,2.3877551020408165,0.829,0.8367346938775511,3.36734693877551,4.204081632653061,1.0612244897959184,0.8571428571428571,0.7346938775510204,0.8163265306122449,0.2653061224489796,2.2857142857142856,1,13.571428571428571,65,1,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:10,Base Set,Common,2,Jump Shot,2021-02-10 03:00:00+00:00,Portland Trail Blazers,35000,32739.0,0.0,1833.0,462.0,0.0,12.0,4,-33.33%,-20.0,-20.0,2082.0,False,False,False,False,VISIBLE,924871c0-0236-4307-8f3e-7810502bb892,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+924871c0-0236-4307-8f3e-7810502bb892,-0.69%,3999,143,Jump Shot,1,Base Set,Common,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-1-Jump Shot,0-0,0,1.0612244897959184
Chaundee Brown Jr.,LAL,0022100786,1630602,2,0,2,0.0,10.291666666666666,0.5,3.5,0.143,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0,1.0,-1,0,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,nan,nan,0-0,0,0.0
Darren Collison,LAL,0022100786,201954,3,1,2,0.333,12.388888888888888,0.6666666666666666,2.3333333333333335,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6666666666666667,0,1.3333333333333333,-14,0,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,nan,nan,0-0,0,0.6666666666666666
DeAndre Jordan,LAL,0022100786,201599,30,14,16,0.467,13.203055555555554,1.9666666666666666,2.933333333333333,0.67,0.0,0.0,0.0,0.4,0.8333333333333334,0.48,1.6,3.966666666666667,5.566666666666666,0.43333333333333335,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.2,1.6333333333333333,0,4.333333333333333,-90,0,0,LAC,0022100786,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 21:11,Base Set,Common,2,Dunk,2021-02-07 01:00:00+00:00,Brooklyn Nets,40000,35260.0,0.0,3541.0,1339.0,0.0,12.0,5,0.00%,0.0,25.0,1792.0,False,False,False,False,VISIBLE,47c847eb-eee5-4227-a747-1d7534c05cd6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+47c847eb-eee5-4227-a747-1d7534c05cd6,7.69%,1500,42,Dunk,1,Base Set,Common,nan,nan,1610612747,0,LAL,,10:00 pm ET,1610612746,0,LAC,0,2022-02-03 22:00:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,0-0,0,0.43333333333333335
